# cpu=11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz
# kernel=Linux 6.6.87.2-microsoft-standard-WSL2
# compiler=gcc 11.4.0
# date=2026-08-25T08:31:08Z
# git_sha=8a43db6
# tsc_usable=1 tsc_flags_known=1 ns_per_tick=0.357064
# timer_overhead_ns=8.57
# profile=hardened metadata_bytes=24
# counters=on
# lock=arena
workload,allocator,rep,ops,ns_total,ops_per_sec,mean_ns,p50_ns,p99_ns,p999_ns,max_ns,timer_overhead_ns,peak_payload_bytes,peak_block_bytes,peak_blocks,util_pct,meta_bytes_per_alloc,quarantined,arena_bytes,seed
realloc_grow,mars,2,200001,68580444,2916297.8,281.0,292.8,411.3,1031.2,269224.8,8.57,1005308,1005344,1,100.00,36.0,0,67108864,20260811
realloc_grow,mars,3,200001,70393544,2841183.8,288.5,264.2,471.3,1991.0,387792.6,8.57,1005308,1005344,1,100.00,36.0,0,67108864,20260812
realloc_grow,mars,4,200001,84636167,2363067.8,312.1,277.1,514.2,2413.8,1552532.7,8.57,1005308,1005344,1,100.00,36.0,0,67108864,20260813
realloc_grow,mars,5,200001,50005322,3999594.3,194.6,181.4,411.3,671.3,100508.6,8.57,1005308,1005344,1,100.00,36.0,0,67108864,20260814
realloc_grow,mars,6,200001,55280132,3617954.5,218.9,175.7,417.1,745.6,127316.3,8.57,1005308,1005344,1,100.00,36.0,0,67108864,20260815
realloc_grow,mars,7,200001,52797406,3788083.8,206.7,175.7,411.3,648.4,96712.0,8.57,1005308,1005344,1,100.00,36.0,0,67108864,20260816
realloc_grow,mars,8,200001,51320948,3897063.6,200.7,174.2,414.2,848.4,99078.9,8.57,1005308,1005344,1,100.00,36.0,0,67108864,20260817
realloc_grow,mars,9,200001,49746904,4020370.8,194.6,169.2,382.8,739.8,692673.1,8.57,1005308,1005344,1,100.00,36.0,0,67108864,20260818
realloc_grow,mars,10,200001,52002536,3845985.5,204.2,197.1,405.6,605.6,73042.9,8.57,1005308,1005344,1,100.00,36.0,0,67108864,20260819
realloc_grow,mars,11,200001,50054975,3995626.8,195.3,188.5,399.9,522.7,132571.6,8.57,1005308,1005344,1,100.00,36.0,0,67108864,20260820
realloc_grow,system,1,200001,61622753,3245570.7,270.3,40.7,3030.8,3533.5,124606.5,8.57,0,0,0,0.00,0.0,0,67108864,20260810
realloc_grow,system,2,200001,61624114,3245499.0,274.6,48.2,3053.6,3762.0,141091.1,8.57,0,0,0,0.00,0.0,0,67108864,20260811
realloc_grow,system,3,200001,59671928,3351676.5,266.0,45.3,2916.5,3762.0,197959.7,8.57,0,0,0,0.00,0.0,0,67108864,20260812
realloc_grow,system,4,200001,55148365,3626598.9,244.2,38.9,2733.7,3419.2,52295.3,8.57,0,0,0,0.00,0.0,0,67108864,20260813
realloc_grow,system,5,200001,54876303,3644578.6,243.5,40.7,2779.4,3350.7,132601.6,8.57,0,0,0,0.00,0.0,0,67108864,20260814
realloc_grow,system,6,200001,52999435,3773644.0,234.2,35.0,2528.0,3465.0,323548.5,8.57,0,0,0,0.00,0.0,0,67108864,20260815
realloc_grow,system,7,200001,50304516,3975806.1,222.5,32.5,2528.0,3053.6,59304.5,8.57,0,0,0,0.00,0.0,0,67108864,20260816
realloc_grow,system,8,200001,48952084,4085648.3,216.7,30.7,2470.9,3099.3,169408.1,8.57,0,0,0,0.00,0.0,0,67108864,20260817
realloc_grow,system,9,200001,48467445,4126501.8,214.6,30.0,2493.7,3145.0,180184.3,8.57,0,0,0,0.00,0.0,0,67108864,20260818
realloc_grow,system,10,200001,46711043,4281664.2,206.0,27.5,2425.2,3053.6,133090.0,8.57,0,0,0,0.00,0.0,0,67108864,20260819
realloc_grow,system,11,200001,50607816,3951978.5,225.0,33.2,2573.7,3076.5,91762.3,8.57,0,0,0,0.00,0.0,0,67108864,20260820
fragmentation,mars,1,32768,9377555,3494301.0,160.0,132.8,399.9,1105.5,17384.4,8.57,8650752,9175040,16384,94.29,32.0,0,67108864,20260810
fragmentation,mars,2,32768,13321174,2459843.3,203.9,150.0,542.7,1128.3,30390.5,8.57,8650752,9175040,16384,94.29,32.0,0,67108864,20260811
fragmentation,mars,3,32768,11320069,2894682.0,207.5,175.7,522.7,4173.4,17466.5,8.57,8650752,9175040,16384,94.29,32.0,0,67108864,20260812
fragmentation,mars,4,32768,10535824,3110150.7,194.6,132.8,499.9,4379.0,264145.5,8.57,8650752,9175040,16384,94.29,32.0,0,67108864,20260813
fragmentation,mars,5,32768,12204794,2684846.6,226.0,137.8,519.9,13702.7,258894.9,8.57,8650752,9175040,16384,94.29,32.0,0,67108864,20260814
fragmentation,mars,6,32768,11538049,2839994.9,166.0,129.3,471.3,1088.3,36056.7,8.57,8650752,9175040,16384,94.29,32.0,0,67108864,20260815
fragmentation,mars,7,32768,11625578,2818612.5,218.9,212.8,499.9,1339.7,20187.3,8.57,8650752,9175040,16384,94.29,32.0,0,67108864,20260816
fragmentation,mars,8,32768,13758809,2381601.5,237.8,194.2,588.4,15805.1,33162.0,8.57,8650752,9175040,16384,94.29,32.0,0,67108864,20260817
fragmentation,mars,9,32768,13885705,2359837.0,219.6,180.0,534.2,2333.8,42602.8,8.57,8650752,9175040,16384,94.29,32.0,0,67108864,20260818
fragmentation,mars,10,32768,12489620,2623618.7,203.2,137.1,508.5,4219.1,41855.8,8.57,8650752,9175040,16384,94.29,32.0,0,67108864,20260819
fragmentation,mars,11,32768,10552188,3105327.5,175.0,142.1,477.0,3922.0,68248.9,8.57,8650752,9175040,16384,94.29,32.0,0,67108864,20260820
fragmentation,system,1,32768,2087396,15698027.6,30.4,23.2,96.4,342.8,39294.2,8.57,0,0,0,0.00,0.0,0,67108864,20260810
fragmentation,system,2,32768,2047719,16002195.6,30.0,22.5,90.0,257.1,35082.6,8.57,0,0,0,0.00,0.0,0,67108864,20260811
fragmentation,system,3,32768,2241549,14618462.5,30.7,24.6,95.0,347.1,38665.8,8.57,0,0,0,0.00,0.0,0,67108864,20260812
fragmentation,system,4,32768,2221372,14751243.8,31.1,22.9,97.8,302.8,56010.2,8.57,0,0,0,0.00,0.0,0,67108864,20260813
fragmentation,system,5,32768,3561317,9201090.5,62.1,45.0,184.2,522.7,88732.3,8.57,0,0,0,0.00,0.0,0,67108864,20260814
fragmentation,system,6,32768,2059122,15913578.7,29.6,23.2,100.7,359.9,35641.5,8.57,0,0,0,0.00,0.0,0,67108864,20260815
fragmentation,system,7,32768,1896748,17275884.8,26.4,21.8,75.3,129.3,34212.1,8.57,0,0,0,0.00,0.0,0,67108864,20260816
fragmentation,system,8,32768,1899449,17251318.7,26.4,22.9,73.2,127.8,33631.5,8.57,0,0,0,0.00,0.0,0,67108864,20260817
fragmentation,system,9,32768,2688529,12188077.6,35.3,23.2,94.3,255.7,92450.7,8.57,0,0,0,0.00,0.0,0,67108864,20260818
fragmentation,system,10,32768,2079961,15754141.5,29.6,23.2,105.0,371.3,35051.9,8.57,0,0,0,0.00,0.0,0,67108864,20260819
fragmentation,system,11,32768,1843619,17773737.4,25.4,21.8,73.9,130.7,32959.5,8.57,0,0,0,0.00,0.0,0,67108864,20260820
