# cpu=11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz
# kernel=Linux 6.6.87.2-microsoft-standard-WSL2
# compiler=gcc 11.4.0
# date=2026-08-25T08:31:29Z
# git_sha=8a43db6
# tsc_usable=1 tsc_flags_known=1 ns_per_tick=0.356900
# timer_overhead_ns=9.28
# profile=hardened metadata_bytes=24
# counters=off
# lock=arena
workload,allocator,rep,ops,ns_total,ops_per_sec,mean_ns,p50_ns,p99_ns,p999_ns,max_ns,timer_overhead_ns,peak_payload_bytes,peak_block_bytes,peak_blocks,util_pct,meta_bytes_per_alloc,quarantined,arena_bytes,seed
realloc_grow,mars,7,200001,46475178,4303394.0,172.4,161.3,387.6,587.5,30441.8,9.28,0,0,0,0.00,0.0,0,67108864,20260816
realloc_grow,mars,8,200001,47436599,4216174.9,177.4,160.6,381.9,550.3,85220.3,9.28,0,0,0,0.00,0.0,0,67108864,20260817
realloc_grow,mars,9,200001,44099920,4535178.3,162.4,157.7,336.2,479.0,63160.3,9.28,0,0,0,0.00,0.0,0,67108864,20260818
realloc_grow,mars,10,200001,59936797,3336865.0,232.3,160.6,399.0,773.0,165502.2,9.28,0,0,0,0.00,0.0,0,67108864,20260819
realloc_grow,mars,11,200001,67113414,2980045.1,259.8,260.5,419.0,853.0,120960.7,9.28,0,0,0,0.00,0.0,0,67108864,20260820
realloc_grow,system,1,200001,82272528,2430957.3,355.1,58.2,3554.0,5290.0,2051988.3,9.28,0,0,0,0.00,0.0,0,67108864,20260810
realloc_grow,system,2,200001,63546483,3147318.2,270.9,42.8,3005.8,3713.9,107275.0,9.28,0,0,0,0.00,0.0,0,67108864,20260811
realloc_grow,system,3,200001,65548962,3051169.6,280.5,48.2,3188.5,3942.3,256104.2,9.28,0,0,0,0.00,0.0,0,67108864,20260812
realloc_grow,system,4,200001,58912352,3394890.8,249.8,37.8,2800.2,3439.8,62280.9,9.28,0,0,0,0.00,0.0,0,67108864,20260813
realloc_grow,system,5,200001,58495758,3419068.4,248.8,39.3,2720.3,3462.6,263669.0,9.28,0,0,0,0.00,0.0,0,67108864,20260814
realloc_grow,system,6,200001,57020056,3507555.3,243.0,34.6,2720.3,2914.4,51153.1,9.28,0,0,0,0.00,0.0,0,67108864,20260815
realloc_grow,system,7,200001,54904623,3642698.7,233.4,33.2,2686.0,3302.8,47576.2,9.28,0,0,0,0.00,0.0,0,67108864,20260816
realloc_grow,system,8,200001,53458830,3741215.4,228.1,32.5,2549.0,3051.5,57407.1,9.28,0,0,0,0.00,0.0,0,67108864,20260817
realloc_grow,system,9,200001,53129354,3764416.2,227.3,32.8,2526.1,3120.0,120872.5,9.28,0,0,0,0.00,0.0,0,67108864,20260818
realloc_grow,system,10,200001,56828157,3519399.7,242.3,39.3,2743.1,3325.6,72710.9,9.28,0,0,0,0.00,0.0,0,67108864,20260819
realloc_grow,system,11,200001,106197748,1883288.5,477.9,51.4,3051.5,3508.3,11204451.3,9.28,0,0,0,0.00,0.0,0,67108864,20260820
fragmentation,mars,1,32768,11039284,2968308.5,176.0,132.1,484.7,1024.3,23902.7,9.28,0,0,0,0.00,0.0,0,67108864,20260810
fragmentation,mars,2,32768,12859882,2548079.4,207.4,154.2,581.7,1692.4,41817.7,9.28,0,0,0,0.00,0.0,0,67108864,20260811
fragmentation,mars,3,32768,15763789,2078688.1,289.4,177.7,681.7,3713.9,539500.1,9.28,0,0,0,0.00,0.0,0,67108864,20260812
fragmentation,mars,4,32768,15202157,2155483.6,253.0,234.8,616.0,3988.0,34011.2,9.28,0,0,0,0.00,0.0,0,67108864,20260813
fragmentation,mars,5,32768,12660846,2588136.7,220.6,173.5,538.9,1498.3,319591.0,9.28,0,0,0,0.00,0.0,0,67108864,20260814
fragmentation,mars,6,32768,12513465,2618619.2,209.1,137.0,598.9,3759.6,164799.1,9.28,0,0,0,0.00,0.0,0,67108864,20260815
fragmentation,mars,7,32768,10374816,3158417.5,161.7,135.6,456.1,795.9,34250.7,9.28,0,0,0,0.00,0.0,0,67108864,20260816
fragmentation,mars,8,32768,9748345,3361391.1,146.3,135.6,344.8,738.8,18179.8,9.28,0,0,0,0.00,0.0,0,67108864,20260817
fragmentation,mars,9,32768,9471782,3459539.1,146.0,134.9,333.3,616.0,54930.2,9.28,0,0,0,0.00,0.0,0,67108864,20260818
fragmentation,mars,10,32768,11254142,2911639.1,194.5,172.0,501.8,961.5,29831.5,9.28,0,0,0,0.00,0.0,0,67108864,20260819
fragmentation,mars,11,32768,10137546,3232340.5,159.5,134.9,441.8,778.8,28097.3,9.28,0,0,0,0.00,0.0,0,67108864,20260820
fragmentation,system,1,32768,2288628,14317748.5,31.1,26.1,96.4,309.1,49247.2,9.28,0,0,0,0.00,0.0,0,67108864,20260810
fragmentation,system,2,32768,2194424,14932392.3,28.9,21.8,97.8,233.4,42398.3,9.28,0,0,0,0.00,0.0,0,67108864,20260811
fragmentation,system,3,32768,1971429,16621445.7,25.3,21.1,77.1,139.2,36514.5,9.28,0,0,0,0.00,0.0,0,67108864,20260812
fragmentation,system,4,32768,1992499,16445679.5,26.4,21.1,74.6,134.2,40221.6,9.28,0,0,0,0.00,0.0,0,67108864,20260813
fragmentation,system,5,32768,2130518,15380297.2,26.1,21.1,85.7,192.0,40047.4,9.28,0,0,0,0.00,0.0,0,67108864,20260814
fragmentation,system,6,32768,2179542,15034351.3,28.9,22.8,93.5,359.0,41973.3,9.28,0,0,0,0.00,0.0,0,67108864,20260815
fragmentation,system,7,32768,2035202,16100613.1,26.8,21.1,81.4,138.5,37110.9,9.28,0,0,0,0.00,0.0,0,67108864,20260816
fragmentation,system,8,32768,2220090,14759762.0,28.6,23.9,102.1,333.3,40326.2,9.28,0,0,0,0.00,0.0,0,67108864,20260817
fragmentation,system,9,32768,2463262,13302685.6,31.4,28.2,109.2,387.6,39132.0,9.28,0,0,0,0.00,0.0,0,67108864,20260818
fragmentation,system,10,32768,2658178,12327240.7,35.7,28.6,132.8,419.0,41412.9,9.28,0,0,0,0.00,0.0,0,67108864,20260819
fragmentation,system,11,32768,2845705,11514897.0,41.8,30.3,153.5,436.1,47396.7,9.28,0,0,0,0.00,0.0,0,67108864,20260820
validated_access,mars,1,400000,1021385455,391624.9,2332.3,139.2,10223.8,23197.8,718156.9,9.28,0,0,0,0.00,0.0,0,67108864,20260810
validated_access,mars,2,400000,984406003,406336.4,2255.6,139.2,9766.9,20822.3,466854.5,9.28,0,0,0,0.00,0.0,0,67108864,20260811
validated_access,mars,3,400000,1089906831,367003.8,2509.4,144.9,10178.1,33065.4,2532680.2,9.28,0,0,0,0.00,0.0,0,67108864,20260812
validated_access,mars,4,400000,1165664572,343151.9,2693.2,159.2,10634.9,36537.3,9911517.1,9.28,0,0,0,0.00,0.0,0,67108864,20260813
validated_access,mars,5,400000,1196529963,334300.0,2748.8,154.9,12051.1,40557.4,3392943.8,9.28,0,0,0,0.00,0.0,0,67108864,20260814
validated_access,mars,6,400000,1429791226,279761.1,3237.8,170.6,12873.4,49328.6,10273155.3,9.28,0,0,0,0.00,0.0,0,67108864,20260815
validated_access,mars,7,400000,1181919852,338432.4,2724.9,154.2,11594.3,28862.5,10830141.4,9.28,0,0,0,0.00,0.0,0,67108864,20260816
validated_access,mars,8,400000,1292937400,309373.1,2934.1,169.9,13787.1,43846.6,6401591.3,9.28,0,0,0,0.00,0.0,0,67108864,20260817
validated_access,mars,9,400000,1114877530,358783.8,2568.6,149.2,11137.4,25756.1,11126785.8,9.28,0,0,0,0.00,0.0,0,67108864,20260818
validated_access,mars,10,400000,1335738938,299459.7,3147.9,173.5,14152.5,49328.6,6839111.5,9.28,0,0,0,0.00,0.0,0,67108864,20260819
validated_access,mars,11,400000,1094277886,365537.9,2588.6,143.5,12599.3,29045.3,1002022.3,9.28,0,0,0,0.00,0.0,0,67108864,20260820
validated_access,system,1,400000,133107309,3005094.2,291.9,6.8,1332.7,2411.9,91673.1,9.28,0,0,0,0.00,0.0,0,67108864,20260810
validated_access,system,2,400000,132315064,3023087.4,290.5,6.8,1292.7,1738.1,65194.3,9.28,0,0,0,0.00,0.0,0,67108864,20260811
validated_access,system,3,400000,133246110,3001963.8,292.7,6.8,1332.7,1989.4,342865.9,9.28,0,0,0,0.00,0.0,0,67108864,20260812
validated_access,system,4,400000,135316675,2956028.9,298.0,6.8,1384.1,1738.1,97215.4,9.28,0,0,0,0.00,0.0,0,67108864,20260813
validated_access,system,5,400000,133682629,2992161.4,295.2,6.8,1258.4,1646.7,62669.6,9.28,0,0,0,0.00,0.0,0,67108864,20260814
validated_access,system,6,400000,130913094,3055462.1,288.4,6.8,1212.7,1589.6,526183.1,9.28,0,0,0,0.00,0.0,0,67108864,20260815
validated_access,system,7,400000,130772516,3058746.7,288.0,6.8,1218.5,1578.2,249529.7,9.28,0,0,0,0.00,0.0,0,67108864,20260816
validated_access,system,8,400000,132539615,3017965.6,291.6,6.8,1355.5,2057.9,851617.0,9.28,0,0,0,0.00,0.0,0,67108864,20260817
validated_access,system,9,400000,139631040,2864692.5,306.6,7.1,1401.2,1966.5,141412.8,9.28,0,0,0,0.00,0.0,0,67108864,20260818
validated_access,system,10,400000,140490056,2847176.6,309.4,6.8,1424.0,2411.9,632688.6,9.28,0,0,0,0.00,0.0,0,67108864,20260819
validated_access,system,11,400000,145919693,2741233.8,319.8,7.9,1464.0,2503.3,223518.1,9.28,0,0,0,0.00,0.0,0,67108864,20260820
